external_alarm_id,source_system,tag,message,priority,criticality,state,event_time,ack_time,clear_time,plant,area,equipment
ALM-001431,ABB_SCADA,TAG_E0030,Process variable out of range on EQ-010,1,LOW,SHELVED,2024-05-03T07:00:00,,,PLANT_C,AREA_01,EQ-015
ALM-000497,ABB_SCADA,TAG_U0046,Process variable out of range on EQ-021,2,LOW,CLEARED,2024-05-19T01:00:00,2024-05-19T01:44:00,2024-05-19T02:33:00,PLANT_C,AREA_03,EQ-023
ALM-001686,SIEMENS_SCADA,TAG_L0037,Process variable out of range on EQ-019,3,HIGH,CLEARED,2024-05-11T11:00:00,2024-05-11T11:25:00,2024-05-11T12:09:00,PLANT_A,AREA_02,EQ-021
ALM-001183,HONEYWELL_DCS,TAG_I0008,Process variable out of range on EQ-009,3,MEDIUM,ACTIVE,2024-05-21T11:00:00,,,PLANT_B,AREA_04,EQ-008
ALM-000102,SIEMENS_SCADA,TAG_X0049,Process variable out of range on EQ-022,3,LOW,ACKNOWLEDGED,2024-05-05T20:00:00,2024-05-05T20:44:00,,PLANT_A,AREA_02,EQ-016
ALM-001579,HONEYWELL_DCS,TAG_G0032,Process variable out of range on EQ-021,2,MEDIUM,CLEARED,2024-05-24T21:00:00,2024-05-24T21:49:00,2024-05-24T22:46:00,PLANT_C,AREA_04,EQ-017
ALM-000421,HONEYWELL_DCS,TAG_M0012,Process variable out of range on EQ-015,1,MEDIUM,CLEARED,2024-05-13T19:00:00,2024-05-13T19:57:00,2024-05-13T20:50:00,PLANT_B,AREA_04,EQ-009
ALM-001853,ROCKWELL_PLC,TAG_W0022,Process variable out of range on EQ-018,5,LOW,CLEARED,2024-05-14T04:00:00,2024-05-14T04:06:00,2024-05-14T05:39:00,PLANT_C,AREA_01,EQ-009
ALM-000300,ROCKWELL_PLC,TAG_S0044,Process variable out of range on EQ-029,5,MEDIUM,ACKNOWLEDGED,2024-05-27T05:00:00,2024-05-27T05:37:00,,PLANT_B,AREA_02,EQ-026
ALM-000379,SIEMENS_SCADA,TAG_P0015,Process variable out of range on EQ-018,3,CRITICAL,SHELVED,2024-05-10T20:00:00,,,PLANT_C,AREA_01,EQ-011
ALM-001338,SIEMENS_SCADA,TAG_E0004,Process variable out of range on EQ-016,3,HIGH,CLEARED,2024-05-11T15:00:00,2024-05-11T15:53:00,2024-05-11T17:13:00,PLANT_B,AREA_03,EQ-022
ALM-000613,ABB_SCADA,TAG_L0011,Process variable out of range on EQ-016,1,LOW,ACTIVE,2024-05-03T03:00:00,,,PLANT_C,AREA_03,EQ-030
ALM-000450,ABB_SCADA,TAG_R0043,Process variable out of range on EQ-029,5,HIGH,CLEARED,2024-05-03T19:00:00,2024-05-03T19:33:00,2024-05-03T20:16:00,PLANT_B,AREA_01,EQ-016
ALM-001146,HONEYWELL_DCS,TAG_I0034,Process variable out of range on EQ-030,3,LOW,SHELVED,2024-05-04T19:00:00,,,PLANT_C,AREA_02,EQ-023
ALM-000609,HONEYWELL_DCS,TAG_V0021,Process variable out of range on EQ-006,1,LOW,SHELVED,2024-05-10T23:00:00,,,PLANT_C,AREA_01,EQ-009
ALM-001904,HONEYWELL_DCS,TAG_B0001,Process variable out of range on EQ-005,2,MEDIUM,ACTIVE,2024-05-10T16:00:00,,,PLANT_C,AREA_02,EQ-014
ALM-000230,ABB_SCADA,TAG_O0014,Process variable out of range on EQ-019,3,HIGH,SHELVED,2024-05-14T22:00:00,,,PLANT_A,AREA_03,EQ-016
ALM-001048,HONEYWELL_DCS,TAG_V0021,Process variable out of range on EQ-019,1,LOW,SHELVED,2024-05-09T16:00:00,,,PLANT_A,AREA_02,EQ-005
ALM-000880,ABB_SCADA,TAG_N0039,Process variable out of range on EQ-004,3,MEDIUM,ACTIVE,2024-05-08T05:00:00,,,PLANT_C,AREA_04,EQ-026
ALM-000839,SIEMENS_SCADA,TAG_H0007,Process variable out of range on EQ-027,5,HIGH,ACKNOWLEDGED,2024-05-28T12:00:00,2024-05-28T12:33:00,,PLANT_C,AREA_02,EQ-023
ALM-000616,HONEYWELL_DCS,TAG_V0047,Process variable out of range on EQ-005,3,HIGH,SHELVED,2024-05-23T21:00:00,,,PLANT_B,AREA_04,EQ-018
ALM-000305,HONEYWELL_DCS,TAG_Y0024,Process variable out of range on EQ-004,1,HIGH,SHELVED,2024-05-29T19:00:00,,,PLANT_B,AREA_04,EQ-012
ALM-001652,SIEMENS_SCADA,TAG_H0007,Process variable out of range on EQ-023,4,HIGH,ACTIVE,2024-05-15T23:00:00,,,PLANT_C,AREA_04,EQ-008
ALM-001531,SIEMENS_SCADA,TAG_F0005,Process variable out of range on EQ-011,3,HIGH,SHELVED,2024-05-06T03:00:00,,,PLANT_A,AREA_01,EQ-013
ALM-000262,HONEYWELL_DCS,TAG_B0027,Process variable out of range on EQ-023,5,MEDIUM,SHELVED,2024-05-10T12:00:00,,,PLANT_C,AREA_02,EQ-025
ALM-001457,ROCKWELL_PLC,TAG_V0047,Process variable out of range on EQ-013,3,LOW,ACTIVE,2024-05-11T03:00:00,,,PLANT_C,AREA_01,EQ-015
ALM-001445,SIEMENS_SCADA,TAG_U0020,Process variable out of range on EQ-015,4,HIGH,ACKNOWLEDGED,2024-05-09T04:00:00,2024-05-09T04:22:00,,PLANT_C,AREA_02,EQ-018
ALM-001805,ABB_SCADA,TAG_I0008,Process variable out of range on EQ-030,1,MEDIUM,SHELVED,2024-05-18T00:00:00,,,PLANT_A,AREA_01,EQ-004
ALM-001635,HONEYWELL_DCS,,Process variable out of range on EQ-021,1,LOW,CLEARED,2024-05-02T18:00:00,2024-05-02T18:05:00,2024-05-02T19:50:00,PLANT_A,AREA_01,EQ-008
ALM-000726,SIEMENS_SCADA,TAG_Q0042,Process variable out of range on EQ-001,2,LOW,ACTIVE,2024-05-22T05:00:00,,,PLANT_B,AREA_04,EQ-005
ALM-000323,SIEMENS_SCADA,TAG_V0047,Process variable out of range on EQ-005,3,MEDIUM,ACTIVE,2024-05-04T02:00:00,,,PLANT_B,AREA_04,EQ-026
ALM-000004,HONEYWELL_DCS,TAG_S0018,Process variable out of range on EQ-005,2,MEDIUM,SHELVED,2024-05-29T13:00:00,,,PLANT_A,AREA_01,EQ-013
ALM-000277,ABB_SCADA,TAG_P0041,Process variable out of range on EQ-022,4,LOW,CLEARED,2024-05-05T03:00:00,2024-05-05T03:18:00,2024-05-05T03:30:00,PLANT_B,AREA_01,EQ-012
ALM-001293,SIEMENS_SCADA,TAG_H0033,Process variable out of range on EQ-009,5,MEDIUM,ACKNOWLEDGED,2024-05-29T02:00:00,2024-05-29T02:57:00,,PLANT_B,AREA_03,EQ-013
ALM-000566,SIEMENS_SCADA,TAG_K0036,Process variable out of range on EQ-003,5,MEDIUM,ACKNOWLEDGED,2024-05-03T13:00:00,2024-05-03T13:27:00,,PLANT_B,AREA_01,EQ-026
ALM-001274,ROCKWELL_PLC,TAG_Q0016,Process variable out of range on EQ-018,4,HIGH,ACKNOWLEDGED,2024-05-19T22:00:00,2024-05-19T22:37:00,,PLANT_C,AREA_04,EQ-027
ALM-001336,ROCKWELL_PLC,TAG_S0044,Process variable out of range on EQ-005,4,LOW,ACTIVE,2024-05-23T17:00:00,,,PLANT_A,AREA_03,EQ-020
ALM-001983,ABB_SCADA,TAG_P0041,Process variable out of range on EQ-016,5,HIGH,ACKNOWLEDGED,2024-05-05T05:00:00,2024-05-05T05:49:00,,PLANT_A,AREA_01,EQ-011
ALM-001057,ABB_SCADA,TAG_I0034,Process variable out of range on EQ-011,5,MEDIUM,SHELVED,32/13/2024 99:99:99,,,PLANT_B,AREA_04,EQ-019
ALM-000039,ABB_SCADA,TAG_R0017,Process variable out of range on EQ-004,1,LOW,ACTIVE,2024-05-20T07:00:00,,,PLANT_C,AREA_02,EQ-009
ALM-001947,HONEYWELL_DCS,TAG_G0006,Process variable out of range on EQ-012,2,MEDIUM,CLEARED,2024-05-25T02:00:00,2024-05-25T02:51:00,2024-05-25T03:06:00,PLANT_A,AREA_03,EQ-024
ALM-000724,ROCKWELL_PLC,TAG_Z0025,Process variable out of range on EQ-014,5,HIGH,SHELVED,2024-05-24T10:00:00,,,PLANT_C,AREA_02,EQ-016
ALM-001650,ROCKWELL_PLC,TAG_T0045,Process variable out of range on EQ-014,4,HIGH,CLEARED,2024-05-23T03:00:00,2024-05-23T03:16:00,2024-05-23T05:12:00,PLANT_C,AREA_01,EQ-028
ALM-001510,HONEYWELL_DCS,TAG_E0004,Process variable out of range on EQ-003,3,HIGH,ACKNOWLEDGED,2024-05-28T11:00:00,2024-05-28T11:09:00,,PLANT_B,AREA_04,EQ-013
ALM-001817,SIEMENS_SCADA,TAG_H0033,Process variable out of range on EQ-018,1,LOW,SHELVED,2024-05-15T08:00:00,,,PLANT_A,AREA_01,EQ-009
ALM-000052,SIEMENS_SCADA,TAG_I0034,Process variable out of range on EQ-030,5,LOW,SHELVED,2024-05-31T22:00:00,,,PLANT_C,AREA_02,EQ-012
ALM-001259,HONEYWELL_DCS,TAG_B0027,Process variable out of range on EQ-016,4,LOW,CLEARED,2024-05-24T09:00:00,2024-05-24T09:11:00,2024-05-24T09:41:00,PLANT_C,AREA_02,EQ-023
ALM-001905,HONEYWELL_DCS,TAG_O0014,Process variable out of range on EQ-001,1,HIGH,ACKNOWLEDGED,2024-05-12T19:00:00,2024-05-12T19:28:00,,PLANT_A,AREA_03,EQ-024
ALM-001322,SIEMENS_SCADA,TAG_P0015,Process variable out of range on EQ-024,3,MEDIUM,SHELVED,2024-05-21T13:00:00,,,PLANT_A,AREA_02,EQ-026
ALM-001141,ROCKWELL_PLC,TAG_K0036,Process variable out of range on EQ-027,5,LOW,ACTIVE,2024-05-27T00:00:00,,,PLANT_B,AREA_01,EQ-017
ALM-000319,SIEMENS_SCADA,TAG_Y0024,Process variable out of range on EQ-023,5,LOW,SHELVED,2024-06-01T00:00:00,,,PLANT_C,AREA_01,EQ-004
ALM-001521,ROCKWELL_PLC,TAG_G0006,Process variable out of range on EQ-012,1,LOW,ACTIVE,2024-05-30T19:00:00,,,PLANT_B,AREA_01,EQ-006
ALM-000703,ABB_SCADA,TAG_N0013,Process variable out of range on EQ-010,3,LOW,ACKNOWLEDGED,2024-05-27T07:00:00,2024-05-27T07:21:00,,PLANT_B,AREA_04,EQ-022
ALM-000425,ABB_SCADA,TAG_I0008,Process variable out of range on EQ-025,4,HIGH,ACTIVE,2024-05-22T07:00:00,,,PLANT_A,AREA_02,EQ-026
ALM-000989,ABB_SCADA,TAG_J0035,Process variable out of range on EQ-014,5,MEDIUM,ACKNOWLEDGED,2024-05-27T08:00:00,2024-05-27T08:51:00,,PLANT_A,AREA_01,EQ-027
ALM-001406,ABB_SCADA,TAG_O0014,Process variable out of range on EQ-011,5,MEDIUM,ACTIVE,2024-05-05T17:00:00,,,PLANT_C,AREA_04,EQ-003
ALM-000942,ABB_SCADA,TAG_O0040,Process variable out of range on EQ-007,3,LOW,CLEARED,2024-05-04T13:00:00,2024-05-04T13:51:00,2024-05-04T14:56:00,PLANT_C,AREA_01,EQ-022
ALM-000887,ABB_SCADA,TAG_L0011,Process variable out of range on EQ-030,4,LOW,ACKNOWLEDGED,2024-05-28T22:00:00,2024-05-28T22:20:00,,PLANT_B,AREA_04,EQ-026
ALM-000020,ROCKWELL_PLC,TAG_K0036,Process variable out of range on EQ-006,3,LOW,ACKNOWLEDGED,2024-05-18T06:00:00,2024-05-18T06:09:00,,PLANT_C,AREA_04,EQ-007
ALM-001448,ABB_SCADA,TAG_Y0024,Process variable out of range on EQ-018,2,HIGH,ACTIVE,2024-05-10T19:00:00,,,PLANT_C,AREA_04,EQ-028
ALM-001559,ROCKWELL_PLC,TAG_C0028,Process variable out of range on EQ-026,1,HIGH,SHELVED,2024-05-04T07:00:00,,,PLANT_A,AREA_03,EQ-025
ALM-001915,ABB_SCADA,TAG_T0019,Process variable out of range on EQ-008,5,HIGH,SHELVED,2024-05-07T16:00:00,,,PLANT_B,AREA_02,EQ-020
ALM-001638,SIEMENS_SCADA,TAG_N0013,Process variable out of range on EQ-024,3,LOW,ACKNOWLEDGED,2024-05-16T20:00:00,2024-05-16T20:50:00,,PLANT_C,AREA_02,EQ-019
ALM-000066,ROCKWELL_PLC,TAG_W0022,Process variable out of range on EQ-018,4,MEDIUM,SHELVED,2024-05-18T10:00:00,,,PLANT_A,AREA_02,EQ-027
ALM-000362,SIEMENS_SCADA,TAG_I0034,Process variable out of range on EQ-029,1,MEDIUM,SHELVED,2024-05-19T19:00:00,,,PLANT_B,AREA_02,EQ-013
ALM-001224,ABB_SCADA,TAG_O0014,Process variable out of range on EQ-027,2,HIGH,SHELVED,2024-05-13T11:00:00,,,PLANT_C,AREA_02,EQ-004
ALM-001688,ROCKWELL_PLC,TAG_U0046,Process variable out of range on EQ-028,2,LOW,CLEARED,2024-05-20T07:00:00,2024-05-20T07:37:00,2024-05-20T08:04:00,PLANT_A,AREA_04,EQ-001
ALM-001411,ROCKWELL_PLC,TAG_J0035,Process variable out of range on EQ-024,1,LOW,ACKNOWLEDGED,2024-05-26T19:00:00,2024-05-26T19:37:00,,PLANT_A,AREA_04,EQ-022
ALM-001656,SIEMENS_SCADA,TAG_A0026,Process variable out of range on EQ-027,4,LOW,SHELVED,2024-05-28T09:00:00,,,PLANT_A,AREA_02,EQ-019
ALM-001170,ABB_SCADA,TAG_G0006,Process variable out of range on EQ-017,5,HIGH,SHELVED,2024-05-02T05:00:00,,,PLANT_B,AREA_01,EQ-030
ALM-000261,HONEYWELL_DCS,TAG_Y0024,Process variable out of range on EQ-020,2,HIGH,ACTIVE,2024-05-16T10:00:00,,,PLANT_A,AREA_04,EQ-005
ALM-000451,HONEYWELL_DCS,TAG_V0047,Process variable out of range on EQ-026,5,HIGH,ACKNOWLEDGED,2024-05-11T10:00:00,2024-05-11T10:48:00,,PLANT_C,AREA_03,EQ-021
ALM-001744,SIEMENS_SCADA,TAG_U0020,Process variable out of range on EQ-013,2,MEDIUM,ACTIVE,2024-05-24T09:00:00,,,PLANT_B,AREA_04,EQ-002
ALM-000895,ROCKWELL_PLC,TAG_N0013,Process variable out of range on EQ-009,2,HIGH,ACTIVE,2024-05-19T15:00:00,,,PLANT_B,AREA_04,EQ-020
ALM-000594,ABB_SCADA,TAG_T0045,Process variable out of range on EQ-018,2,LOW,UNKNOWN_STATE,2024-05-13T23:00:00,,,PLANT_C,AREA_04,EQ-021
ALM-000959,ABB_SCADA,TAG_I0034,Process variable out of range on EQ-018,3,HIGH,CLEARED,2024-05-20T16:00:00,2024-05-20T16:25:00,2024-05-20T18:02:00,PLANT_A,AREA_03,EQ-017
ALM-001190,,TAG_D0003,Process variable out of range on EQ-005,2,MEDIUM,ACKNOWLEDGED,2024-05-03T23:00:00,2024-05-03T23:35:00,,PLANT_C,AREA_03,EQ-029
ALM-001494,ROCKWELL_PLC,TAG_G0006,Process variable out of range on EQ-004,1,HIGH,ACTIVE,2024-05-12T18:00:00,,,PLANT_C,AREA_01,EQ-006
ALM-000575,ABB_SCADA,TAG_E0004,Process variable out of range on EQ-017,4,MEDIUM,CLEARED,2024-05-09T19:00:00,2024-05-09T19:26:00,2024-05-09T19:59:00,PLANT_C,AREA_01,EQ-017
ALM-001883,SIEMENS_SCADA,TAG_N0013,Process variable out of range on EQ-020,1,HIGH,ACKNOWLEDGED,2024-05-18T13:00:00,2024-05-18T13:16:00,,PLANT_A,AREA_03,EQ-027
ALM-001641,SIEMENS_SCADA,TAG_A0026,Process variable out of range on EQ-010,4,LOW,ACKNOWLEDGED,2024-05-09T02:00:00,2024-05-09T02:18:00,,PLANT_B,AREA_04,EQ-015
ALM-001839,SIEMENS_SCADA,TAG_R0017,Process variable out of range on EQ-029,3,MEDIUM,ACTIVE,2024-05-19T10:00:00,,,PLANT_B,AREA_02,EQ-030
ALM-000730,ROCKWELL_PLC,TAG_U0046,Process variable out of range on EQ-012,1,LOW,CLEARED,2024-05-12T10:00:00,2024-05-12T10:03:00,2024-05-12T10:12:00,PLANT_B,AREA_01,EQ-005
ALM-001216,SIEMENS_SCADA,TAG_S0018,Process variable out of range on EQ-030,4,LOW,CLEARED,2024-05-22T23:00:00,2024-05-22T23:23:00,2024-05-23T01:20:00,PLANT_B,AREA_03,EQ-026
ALM-001068,HONEYWELL_DCS,TAG_K0010,Process variable out of range on EQ-015,3,HIGH,ACTIVE,2024-05-21T01:00:00,,,PLANT_A,AREA_01,EQ-029
ALM-001409,HONEYWELL_DCS,TAG_H0033,Process variable out of range on EQ-023,5,LOW,ACKNOWLEDGED,2024-05-15T10:00:00,2024-05-15T10:52:00,,PLANT_C,AREA_03,EQ-007
ALM-001185,SIEMENS_SCADA,TAG_C0028,Process variable out of range on EQ-006,3,MEDIUM,CLEARED,2024-05-14T06:00:00,2024-05-14T06:31:00,2024-05-14T07:11:00,PLANT_B,AREA_03,EQ-010
ALM-000886,ROCKWELL_PLC,TAG_B0001,Process variable out of range on EQ-030,4,MEDIUM,SHELVED,2024-05-21T08:00:00,,,PLANT_B,AREA_01,EQ-030
ALM-000172,SIEMENS_SCADA,TAG_X0023,Process variable out of range on EQ-017,1,MEDIUM,CLEARED,2024-05-03T03:00:00,2024-05-03T03:51:00,2024-05-03T04:31:00,PLANT_B,AREA_04,EQ-002
ALM-000541,HONEYWELL_DCS,TAG_N0039,Process variable out of range on EQ-023,1,LOW,ACKNOWLEDGED,2024-05-31T21:00:00,2024-05-31T21:11:00,,PLANT_A,AREA_04,EQ-026
ALM-000393,,TAG_C0002,Process variable out of range on EQ-013,4,HIGH,SHELVED,2024-05-16T20:00:00,,,PLANT_B,AREA_02,EQ-030
ALM-001023,ROCKWELL_PLC,TAG_W0048,Process variable out of range on EQ-025,3,LOW,ACKNOWLEDGED,2024-05-09T13:00:00,2024-05-09T13:16:00,,PLANT_B,AREA_02,EQ-013
ALM-000187,ABB_SCADA,TAG_R0017,Process variable out of range on EQ-002,4,MEDIUM,ACKNOWLEDGED,2024-05-08T16:00:00,2024-05-08T16:52:00,,PLANT_C,AREA_01,EQ-023
ALM-001281,SIEMENS_SCADA,  TAG_H0007  ,Process variable out of range on EQ-005,3,MEDIUM,SHELVED,2024-05-30T23:00:00,,,PLANT_A,AREA_01,EQ-003
ALM-000579,ROCKWELL_PLC,TAG_S0018,Process variable out of range on EQ-015,2,LOW,CLEARED,2024-05-11T05:00:00,2024-05-11T05:24:00,2024-05-11T07:18:00,PLANT_A,AREA_02,EQ-027
ALM-001413,HONEYWELL_DCS,TAG_W0048,Process variable out of range on EQ-004,2,MEDIUM,CLEARED,2024-05-07T05:00:00,2024-05-07T05:15:00,2024-05-07T06:18:00,PLANT_C,AREA_04,EQ-012
ALM-000026,ROCKWELL_PLC,TAG_V0047,Process variable out of range on EQ-002,1,HIGH,SHELVED,2024-05-27T18:00:00,,,PLANT_B,AREA_03,EQ-026
ALM-000939,ROCKWELL_PLC,TAG_I0008,Process variable out of range on EQ-016,5,LOW,SHELVED,2024-05-29T21:00:00,,,PLANT_B,AREA_04,EQ-023
ALM-000117,ROCKWELL_PLC,TAG_R0017,Process variable out of range on EQ-011,5,LOW,ACKNOWLEDGED,2024-05-09T09:00:00,2024-05-09T09:05:00,,PLANT_B,AREA_01,EQ-028
ALM-000180,HONEYWELL_DCS,TAG_J0009,Process variable out of range on EQ-022,5,HIGH,SHELVED,2024-05-10T21:00:00,,,PLANT_C,AREA_04,EQ-017
ALM-000411,SIEMENS_SCADA,TAG_E0004,Process variable out of range on EQ-013,4,LOW,CLEARED,2024-05-14T16:00:00,2024-05-14T16:51:00,2024-05-14T17:09:00,PLANT_B,AREA_02,EQ-029
ALM-000205,HONEYWELL_DCS,TAG_V0021,Process variable out of range on EQ-004,1,MEDIUM,ACKNOWLEDGED,2024-05-28T15:00:00,2024-05-28T15:35:00,,PLANT_C,AREA_03,EQ-010
ALM-000676,ROCKWELL_PLC,  TAG_D0003  ,Process variable out of range on EQ-025,2,MEDIUM,ACKNOWLEDGED,2024-05-31T05:00:00,2024-05-31T05:25:00,,PLANT_C,AREA_02,EQ-006
ALM-000504,ROCKWELL_PLC,TAG_P0015,Process variable out of range on EQ-030,3,LOW,CLEARED,2024-05-24T00:00:00,2024-05-24T00:13:00,2024-05-24T01:37:00,PLANT_C,AREA_02,EQ-025
ALM-000676,ROCKWELL_PLC,TAG_D0003,Process variable out of range on EQ-025,2,MEDIUM,ACKNOWLEDGED,2024-05-31T05:00:00,2024-05-31T05:25:00,,PLANT_C,AREA_02,EQ-006
ALM-000742,ROCKWELL_PLC,TAG_B0001,Process variable out of range on EQ-010,4,MEDIUM,CLEARED,2024-05-15T22:00:00,2024-05-15T22:10:00,2024-05-15T23:22:00,PLANT_C,AREA_03,EQ-017
ALM-001059,ABB_SCADA,TAG_M0012,Process variable out of range on EQ-029,5,LOW,ACKNOWLEDGED,2024-05-09T05:00:00,2024-05-09T05:27:00,,PLANT_B,AREA_04,EQ-013
ALM-001374,HONEYWELL_DCS,TAG_Q0042,Process variable out of range on EQ-001,1,MEDIUM,SHELVED,2024-05-21T17:00:00,,,PLANT_B,AREA_03,EQ-007
ALM-000049,SIEMENS_SCADA,TAG_Y0050,Process variable out of range on EQ-009,3,LOW,CLEARED,2024-05-13T10:00:00,2024-05-13T10:18:00,2024-05-13T12:13:00,PLANT_C,AREA_04,EQ-022
ALM-000082,ROCKWELL_PLC,TAG_V0021,Process variable out of range on EQ-006,4,HIGH,ACTIVE,2024-05-04T11:00:00,,,PLANT_B,AREA_03,EQ-011
ALM-000341,SIEMENS_SCADA,TAG_D0029,Process variable out of range on EQ-028,1,HIGH,CLEARED,2024-05-23T14:00:00,2024-05-23T14:56:00,2024-05-23T16:45:00,PLANT_A,AREA_03,EQ-028
ALM-000854,ROCKWELL_PLC,TAG_H0033,Process variable out of range on EQ-009,5,MEDIUM,SHELVED,2024-05-10T06:00:00,,,PLANT_C,AREA_01,EQ-025
ALM-000474,SIEMENS_SCADA,TAG_H0007,Process variable out of range on EQ-028,1,HIGH,CLEARED,2024-05-14T05:00:00,2024-05-14T05:28:00,2024-05-14T07:07:00,PLANT_A,AREA_02,EQ-011
ALM-001102,ROCKWELL_PLC,TAG_T0045,Process variable out of range on EQ-010,1,HIGH,ACKNOWLEDGED,2024-05-22T15:00:00,2024-05-22T16:00:00,,PLANT_B,AREA_01,EQ-004
ALM-001955,ROCKWELL_PLC,TAG_T0019,Process variable out of range on EQ-002,1,HIGH,CLEARED,2024-05-10T12:00:00,2024-05-10T12:16:00,2024-05-10T13:00:00,PLANT_B,AREA_02,EQ-023
ALM-000105,SIEMENS_SCADA,TAG_E0030,Process variable out of range on EQ-003,3,MEDIUM,SHELVED,2024-05-04T13:00:00,,,PLANT_B,AREA_01,EQ-025
ALM-000464,SIEMENS_SCADA,TAG_Z0025,Process variable out of range on EQ-029,3,LOW,CLEARED,2024-05-22T04:00:00,2024-05-22T04:46:00,2024-05-22T06:14:00,PLANT_C,AREA_01,EQ-020
ALM-000419,SIEMENS_SCADA,TAG_O0014,Process variable out of range on EQ-006,3,HIGH,ACTIVE,2024-05-30T10:00:00,,,PLANT_B,AREA_01,EQ-010
ALM-001006,ROCKWELL_PLC,TAG_V0021,Process variable out of range on EQ-001,4,HIGH,CLEARED,2024-05-31T22:00:00,2024-05-31T22:59:00,2024-05-31T23:57:00,PLANT_B,AREA_01,EQ-029
ALM-000521,HONEYWELL_DCS,TAG_S0044,Process variable out of range on EQ-029,3,HIGH,CLEARED,2024-05-20T18:00:00,2024-05-20T18:41:00,2024-05-20T19:04:00,PLANT_C,AREA_02,EQ-004
ALM-000201,SIEMENS_SCADA,TAG_V0021,Process variable out of range on EQ-030,3,LOW,ACKNOWLEDGED,2024-05-14T04:00:00,2024-05-14T04:57:00,,PLANT_B,AREA_04,EQ-009
ALM-000087,SIEMENS_SCADA,TAG_V0047,Process variable out of range on EQ-007,3,HIGH,CLEARED,2024-05-07T10:00:00,2024-05-07T10:17:00,2024-05-07T10:51:00,PLANT_C,AREA_02,EQ-007
ALM-001647,ROCKWELL_PLC,TAG_P0015,Process variable out of range on EQ-022,4,MEDIUM,CLEARED,2024-05-31T17:00:00,2024-05-31T17:34:00,2024-05-31T17:52:00,PLANT_A,AREA_04,EQ-005
ALM-001726,ABB_SCADA,TAG_F0031,Process variable out of range on EQ-004,5,LOW,CLEARED,2024-05-25T03:00:00,2024-05-25T03:14:00,2024-05-25T04:09:00,PLANT_B,AREA_03,EQ-029
ALM-001126,ROCKWELL_PLC,TAG_V0021,Process variable out of range on EQ-005,3,HIGH,ACTIVE,2024-05-06T01:00:00,,,PLANT_B,AREA_04,EQ-005
ALM-000111,ABB_SCADA,TAG_N0039,Process variable out of range on EQ-017,2,HIGH,ACKNOWLEDGED,2024-05-19T01:00:00,2024-05-19T01:25:00,,PLANT_B,AREA_04,EQ-011
ALM-001655,ROCKWELL_PLC,TAG_A0026,Process variable out of range on EQ-023,1,MEDIUM,ACKNOWLEDGED,2024-05-19T19:00:00,2024-05-19T19:24:00,,PLANT_C,AREA_04,EQ-028
ALM-000607,SIEMENS_SCADA,TAG_Y0050,Process variable out of range on EQ-023,2,MEDIUM,ACTIVE,2024-05-17T17:00:00,,,PLANT_B,AREA_02,EQ-024
ALM-000152,SIEMENS_SCADA,TAG_M0038,Process variable out of range on EQ-018,5,MEDIUM,ACKNOWLEDGED,2024-05-27T07:00:00,2024-05-27T07:36:00,,PLANT_C,AREA_01,EQ-014
ALM-001018,HONEYWELL_DCS,TAG_U0020,Process variable out of range on EQ-019,5,HIGH,SHELVED,2024-05-06T10:00:00,,,PLANT_A,AREA_04,EQ-010
ALM-001596,HONEYWELL_DCS,TAG_K0036,Process variable out of range on EQ-017,3,LOW,ACKNOWLEDGED,2024-05-31T19:00:00,2024-05-31T19:21:00,,PLANT_A,AREA_02,EQ-025
ALM-001330,HONEYWELL_DCS,TAG_I0034,Process variable out of range on EQ-025,5,MEDIUM,CLEARED,2024-05-20T06:00:00,2024-05-20T06:20:00,2024-05-20T07:55:00,PLANT_A,AREA_03,EQ-022
ALM-000268,SIEMENS_SCADA,TAG_C0028,Process variable out of range on EQ-012,1,LOW,ACTIVE,06-12-2023 22:00:00,,,PLANT_A,AREA_01,EQ-030
ALM-000530,ABB_SCADA,TAG_Q0042,Process variable out of range on EQ-020,1,MEDIUM,ACTIVE,2024-05-15T08:00:00,,,PLANT_A,AREA_02,EQ-009
ALM-000862,HONEYWELL_DCS,TAG_M0038,Process variable out of range on EQ-003,1,MEDIUM,ACKNOWLEDGED,2024-05-18T07:00:00,2024-05-18T07:42:00,,PLANT_A,AREA_03,EQ-006
ALM-000558,HONEYWELL_DCS,TAG_K0036,Process variable out of range on EQ-020,1,HIGH,SHELVED,2024-05-05T11:00:00,,,PLANT_B,AREA_01,EQ-026
ALM-001808,SIEMENS_SCADA,TAG_D0003,Process variable out of range on EQ-016,4,MEDIUM,SHELVED,2024-05-19T08:00:00,,,PLANT_B,AREA_02,EQ-001
ALM-000529,HONEYWELL_DCS,TAG_F0031,Process variable out of range on EQ-015,4,MEDIUM,CLEARED,2024-05-23T17:00:00,2024-05-23T17:09:00,2024-05-23T18:40:00,PLANT_B,AREA_04,EQ-018
ALM-001267,ROCKWELL_PLC,TAG_Y0024,Process variable out of range on EQ-006,5,LOW,ACKNOWLEDGED,2024-05-05T07:00:00,2024-05-05T07:30:00,,PLANT_A,AREA_04,EQ-013
ALM-000766,SIEMENS_SCADA,TAG_E0030,Process variable out of range on EQ-020,2,LOW,CLEARED,2024-05-22T02:00:00,2024-05-22T02:53:00,2024-05-22T04:39:00,PLANT_A,AREA_01,EQ-004
